,award_id,region,award_name,start,reason_refusal,projname_conf,projname_conf_oe,award_no_conf,award_no_conf_oe,proj_phase,con_phase,country_loc1,country_loc2,country_loc3,country_loc4,country_loc5,country_additional,sponsoroff,sponsoroff_oe,missionoff,wauoff_bureaus,wauoff_office,framework,framework_1,framework_2,framework_3,framework_4,framework_5,framework_6,framework_7,framework_8,framework_9,framework_10,framework_11,framework_12,framework_13,framework_14,framework_15,framework_16,framework_17,framework_18,framework_19,framework_20,framework_21,framework_22,framework_23,framework_24,framework_96,ecd_num,ecd_num_oe,ecdnum_spc,award_mech,grnt_cntrct,implm_assess,assess_who,assess_who_1,assess_who_2,assess_who_3,assess_who_3_oe,assess_who_4,assess_who_4_oe,assess_who_5,assess_who_6,assess_who_6_oe,access_proc_old,access_proc1,access_proc1_1,access_proc2,access_proc2_2,access_proc3,access_proc3_3,access_proc5,access_proc5_5,access_proc4,access_proc4_4,access_proc6,access_proc6_6,access_proc7,access_proc7_7,access_proc8,access_proc8_96,access_proc9,access_proc9_9,access_proc9_9_oe,assess_outcome,enab_env_support,enab_env_type,enab_env_type_1,enab_env_type_2,enab_env_type_3,enab_env_type_4,enab_env_type_5,enab_env_type_6,enab_env_type_7,enab_env_type_8,enab_env_type_9,enab_env_type_10,enab_env_type_10_oe,cap_build,cap_build_oe,omfund_avail,omfund_avail_oe,om_outcome,omfund_con,omfund_con_1,omfund_con_2,omfund_con_3,omfund_con_4,omfund_con_5,omfund_con_6,omfund_con_9,omfund_con_10,omfund_con_10_oe,omfund_con_96,omfund_con_7,omfund_con_8,om_contin,om_contin_1,om_contin_2,om_contin_3,om_contin_4,om_contin_5,om_contin_6,om_contin_6_oe,om_contin_96,om_contin_0,cert_use,gender,risk_reg,gov_consult,gov_consult_who,gov_consult_who_1,gov_consult_who_2,gov_consult_who_3,gov_consult_who_4,gov_consult_who_4_oe,stkh_consult,stkh_consult_who,stkh_consult_who_1,stkh_consult_who_2,stkh_consult_who_3,stkh_consult_who_4,stkh_consult_who_4_oe,site_apprv,site_apprv_who,site_apprv_who_1,site_apprv_who_2,site_apprv_who_3,site_apprv_who_4,site_apprv_who_4_oe,secinfra,crb_rev,usg_tech,tech_who,tech_who_1,tech_who_2,tech_who_3,tech_who_4,tech_who_5,tech_who_6,tech_who_6_oe,tech_who_7,award_std,award_type,award_type_oe,far16,far16_type,contrct_sup,con_noncon,con_divide,far36_523,far36_matrix,far36_53,dlp,dlp_oe,des_std_award,des_std_award_1,des_std_award_2,des_std_award_3,des_std_award_4,des_std_award_5,des_std_award_6,des_std_award_7,des_std_award_8,des_std_award_9,des_std_award_9_oe,des_std_award_96,hazard_matl,hazard_matl_oe,hazard_matl_bs,hazard_matl_bs_1,hazard_matl_bs_2,hazard_matl_bs_3,hazard_matl_bs_96,hazard_matl_bs_4,hazard_matl_bs_4_oe,seis_des,seis_des_std,seis_des_std_1,seis_des_std_2,seis_des_std_3,seis_des_std_4,seis_des_std_5,seis_des_std_6,seis_des_std_7,seis_des_std_8,seis_des_std_9,seis_des_std_9_oe,seis_des_std_96,seis_cat,seis_cat_oe,hur_des,flood_des,wind_std,wind_std_1,wind_std_2,wind_std_3,wind_std_4,wind_std_4_oe,wind_std_96,wind_std_5,gov_est,est_prep,est_prep_oe,est_basis,cost_rev,cost_rev_oe,cor_app,gov_sched,est_sched_prep,est_sched_prep_oe,usg_inc,usg_inc_oe,cost_ben_analy,return_rate,return_rate_oe,build_cost,prime_comp,prime_stat,prime_stat_oe,finstat,bonding,cont_start,cont_end_plan,total_budget_plan,construct_budget_plan,award_amd,lic_app,lic_app_oe,mod_no,mod_des_1,mod_des_1_1,mod_des_1_2,mod_des_1_3,mod_des_1_4,mod_des_1_5,mod_des_1_6,mod_des_1_7,mod_des_1_8,mod_des_1_9,mod_des_1_10,mod_des_1_11,mod_des_1_12,mod_des_1_13,mod_des_1_13_oe,mod_des_1_96,mod_value_1,mod_des_2,mod_des_2_1,mod_des_2_2,mod_des_2_3,mod_des_2_4,mod_des_2_5,mod_des_2_6,mod_des_2_7,mod_des_2_8,mod_des_2_9,mod_des_2_10,mod_des_2_11,mod_des_2_12,mod_des_2_13,mod_des_2_13_oe,mod_des_2_96,mod_value_2,mod_des_3,mod_des_3_1,mod_des_3_2,mod_des_3_3,mod_des_3_4,mod_des_3_5,mod_des_3_6,mod_des_3_7,mod_des_3_8,mod_des_3_9,mod_des_3_10,mod_des_3_11,mod_des_3_12,mod_des_3_13,mod_des_3_13_oe,mod_des_3_96,mod_value_3,mod_des_4,mod_des_4_1,mod_des_4_2,mod_des_4_3,mod_des_4_4,mod_des_4_5,mod_des_4_6,mod_des_4_7,mod_des_4_8,mod_des_4_9,mod_des_4_10,mod_des_4_11,mod_des_4_12,mod_des_4_13,mod_des_4_13_oe,mod_des_4_96,mod_value_4,mod_des_5,mod_des_5_1,mod_des_5_2,mod_des_5_3,mod_des_5_4,mod_des_5_5,mod_des_5_6,mod_des_5_7,mod_des_5_8,mod_des_5_9,mod_des_5_10,mod_des_5_11,mod_des_5_12,mod_des_5_13,mod_des_5_13_oe,mod_des_5_96,mod_value_5,mod_des_6,mod_des_6_1,mod_des_6_2,mod_des_6_3,mod_des_6_4,mod_des_6_5,mod_des_6_6,mod_des_6_7,mod_des_6_8,mod_des_6_9,mod_des_6_10,mod_des_6_11,mod_des_6_12,mod_des_6_13,mod_des_6_13_oe,mod_des_6_96
149,2715,South Sudan,650-I-04-06-00010-00,1,,1,,1,,3,4,74,-6,-6,-6,-6,,1,,26,,,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-1,,This number is not available at the Mission level.,1,0,-1,-8,-8,-8,-8,,-8,,-8,-8,,-6,-8,-8,-8,-8,-8,-8,-8,1,-6,-8,-8,-8,-8,-8,-6,-8,-6,-8,,2,0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,,2,,-8,-8,1,-8,-8,-8,1,-8,-8,-8,,-8,-8,-8,-8,1,-8,1,1,1,-8,,-8,-8,-1,-1,1,1,-8,1,-8,-8,-8,,-1,-8,-8,-8,-8,-8,,0,-8,-8,-8,-8,-8,,0,-1,1,-8,1,-8,-8,-8,-8,-8,,-8,1,2,,-1,-8,1,1,1,-1,-1,-1,1,360,-8,1,-8,-8,-8,-8,-8,-8,-8,1,"It appears that as an American firm, the contractor is expected to sue IBC",-8,1,,-8,-8,-8,-8,-8,1,It is assumed that the Contractor uses standard safety procedures included in IBC>,-1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8,,0,1,-8,-8,-8,-8,1,"As international firm, it is assumed that this is done.",-8,-8,0,-8,,-8,-8,,-8,-1,-8,,-1,,-1,-8,,-8,4,-8,,1,0,01sep2007,01sep2010,3544510.0,3000000.0,1,9,,4,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,1,"Remark: the $14.6 million include activities which were completed before July 2011, with an estimated cost of $9.1 million",-8,0.0,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,"Remark: the $14.6 million include activities which were completed before July 2011, with an estimated cost of $9.1 million",-8,132649.0,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,1,"Remark: the $14.6 million include activities which were completed before July 2011, with an estimated cost of $9.1 million",-8,0.0,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,"Remark: the $14.6 million include activities which were completed before July 2011, with an estimated cost of $9.1 million",-8,449900.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8
150,2716,South Sudan,623-A-00-06-00038-00,1,,1,,1,,3,4,74,-6,-6,-6,-6,,1,,26,,,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-1,,There was an IEE that is on file.,3,-8,0,-8,-8,-8,-8,,-8,,-8,-8,,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,,0,,-8,-8,-8,1,-8,-8,-8,-8,-8,1,Host Country was supposed to provide budget but this has not been done to date,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8,1,0,0,1,-8,1,1,-8,-8,,-1,-8,-8,-8,-8,-8,,1,-8,1,-8,-8,-8,,0,0,1,-8,1,-8,-8,-8,-8,1,At the time EGAT some staffs were involved,-8,0,-8,,-8,-8,-8,-8,-8,-8,-8,-8,0,,-8,-8,-8,1,-8,-8,-8,-8,-8,1,Other international standards,-8,0,The specs are addressed at the sub award level.,-8,-8,-8,-8,-8,-8,,-1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8,,0,0,-8,-8,-8,-8,-8,,1,-8,1,8,,1,15,None,0,1,15,Office of AA and Technical office (EG),-8,,0,-8,,-8,4,-8,,-8,0,01sep2006,01aug2009,62756635.0,62756635.0,1,15,None,3,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,8000000.0,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,22462000.0,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,Change of quality from gravel surface airstrip to asphalt in Blue Nile,-8,444635.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8
151,2717,South Sudan,AID-668-A-12-00001,1,,1,,1,,2,2,74,-6,-6,-6,-6,,1,,26,,,-8,-8,-8,-8,-8,-8,1,-8,1,-8,-8,1,1,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-1,,"Probably I don't know what this refers to. However, IEE was prepared and is on file",3,-8,1,-8,1,-8,-8,,-8,,-8,-8,,-6,-8,-8,-8,-8,-8,-8,-6,-8,-6,-8,-8,-8,-6,-8,-6,-8,-8,1,Technical Office carried out an analysis based on past experience. This was done by means of a PIO Justification Memo,1,0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,,1,,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,Government to allocate funds for maintenance,-8,-8,1,1,0,1,-8,1,1,1,-8,,0,-8,-8,-8,-8,-8,,1,-8,1,1,1,-8,,0,0,0,-8,-8,-8,-8,-8,-8,-8,,-8,0,-8,,-8,-8,-8,-8,-8,-8,-8,-8,0,,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,The standards are in the subcontract documents,-8,0,These are covered under subawards,-8,-8,-8,-8,-8,-8,,0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8,,0,0,-8,-8,-8,-8,-8,,-8,1,1,5,,1,15,None,0,1,15,Office of AA and technical office,-8,,0,-8,,-8,4,-8,,-8,0,01nov2011,01nov2014,66740106.0,58990808.0,0,-8,,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8
152,2718,South Sudan,AID-668-10-13-00001,1,,0,Abyei Rehabilitation Intiative,1,,2,2,74,-6,-6,-6,-6,Abyei is a disputed area with special status between Sudan and South Sudan.,1,,26,,,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,,,-6,-8,-8,-8,-8,-8,-8,,-8,,-8,-8,,-6,-8,-8,-8,-8,-8,-8,-6,-8,-6,-8,-8,-8,-8,-8,-8,1,-6,-8,,1,0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,,3,by both USAID and the awardee,-8,-8,-8,1,1,-8,-8,-8,-8,-8,,-8,1,-8,-8,1,-8,-8,1,1,-8,,-8,-8,0,1,1,1,-8,-8,-8,1,-8,,1,-8,1,-8,1,-8,,-8,-8,-8,-8,-8,-8,,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8,-8,,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,,-8,1,,-8,-8,1,-8,-8,-8,,0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8,,0,1,-8,-8,-8,1,-8,,-8,-8,1,7,,3,1,,1,1,1,,-8,,1,-8,,1,-8,-8,,-8,-8,01dec2012,01dec2013,3500000.0,3000000.0,0,-8,,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8
153,2719,South Sudan,650-A-00-08-00019-00,1,,0,"Conservation, land and natural resource management for conflict mitigation and economic growth in BJEL",0,EPP-A-00-06-00014-00,2,2,74,-6,-6,-6,-6,The award is only operating in South Sudan.,1,,26,,,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,1,650-010,,4,-8,1,-8,1,-8,-8,,-8,,-8,-8,,-6,-8,-8,-8,-8,-8,-8,-6,-8,-6,-8,-6,-8,-6,-8,-6,-8,-8,1,"I took over AOR responsibilities in early 2013, however, based on USAID regulations and performance of the partner, I believe the above mentioned processes were done.",1,0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,,3,by USAID and the USAID awardee,-8,-8,-8,1,1,-8,-8,-8,-8,1,"Through USAID support of the implementing partner, O&M is provided for infrastructure during host country austerity measures. Additionally, the program engages community members to increase local investment of project.",-8,1,-8,-8,1,-8,-8,1,1,1,Austerity measures currently in place prevent current budget processes from being executed. These budget processes allow for host country government counterparts to allocate funds to infrastructure O&M. Through this project these counterparts have been engaged and have committed to allocating funds to O&M once austerity measures are lifted and funds are available.,-8,-8,-1,1,1,1,-8,1,-8,1,1,"More specifically the Ministry of Wildlife Conservation and Tourism, as well as state level (Eastern Equtoria and Jonglei) officials.",1,-8,-8,-8,1,-8,,1,-8,1,-8,1,1,"More specifically the Ministry of Wildlife Conservation and Tourism, as well as state level (Jonglei and Eastern Equatoria) officials.",0,0,0,-8,-8,-8,-8,-8,-8,-8,,-8,0,-8,,-8,-8,-8,-8,-8,-8,-8,-8,1,120 days,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,,-8,1,,-8,-8,1,-8,-8,-8,,0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8,,0,1,-8,-8,-8,-8,1,Local building standards/expertise was implemented for the foundation and structural design.,-8,-8,1,-1,,3,-1,,-1,1,-1,,-8,,1,-8,,1,2,-8,,-8,1,01dec2008,01sep2011,30705128.0,594029.0,1,1,,1,-8,1,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,,-8,15509776.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8
154,2720,South Sudan,DOT-I-00-08-00050-00,1,,0,SSTCM,0,DOT-I-00-08-00050-00,2,2,74,-6,-6,-6,-6,,1,,26,,,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,1,,,-6,-8,-8,-8,-8,-8,-8,,-8,,-8,-8,,-6,-8,-8,-8,-8,-8,-8,-6,-8,-6,-8,-8,-8,-8,-8,-6,-8,-8,1,"I took over COR responsibilities in August 2013, but my understanding is USAID regulations were followed to make a determination that the IP had the appropriate capacity.",1,0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,,3,by both USAID and the contractor,-8,-8,-8,1,1,-8,-8,-8,-8,-8,,-8,1,-8,-8,1,-8,-8,-8,1,1,Lifting of austerity measures by the national government.,-8,-8,0,1,1,1,-8,-8,-8,1,-8,,1,-8,-8,-8,1,1,Youth groups later trained in LBT,-8,-8,-8,-8,-8,-8,,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8,-8,,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,,-8,1,,-8,-8,1,-8,-8,1,Per USAID regulations,0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8,,0,1,-8,-8,-8,1,-8,,-8,-8,1,-1,,3,-1,,1,1,-1,,-8,,1,-8,,1,-8,-8,,-8,-8,01aug2010,01jul2013,51541777.0,4251945.0,0,-8,,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8
155,2722,South Sudan,650-EDH-I-00-05-00006-00,1,,1,,1,,2,2,74,-6,-6,-6,-6,,1,,26,,,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,1,Approved Initial Environmental Examination and Environmental Review Form,,1,0,-1,-8,-8,-8,-8,,-8,,-8,-8,,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,,2,,-8,-8,-8,1,1,-8,-8,-8,-8,1,The construction is a County Land Authority Office and will collect fees from land related transactions.,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,County Land Authority will charge fees from allocation of plots to general public or investors.,-8,-8,0,1,1,1,-8,1,-8,1,-8,,1,-8,1,-8,1,-8,,1,-8,1,-8,1,-8,,0,0,0,-8,-8,-8,-8,-8,-8,-8,,-8,0,-8,,-8,-8,-8,-8,-8,-8,-8,-8,0,,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,Nothing specified,-8,0,The construction used iron sheets and no lead based paints / material were used.,-8,-8,-8,-8,-8,-8,,0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8,,0,1,-8,-8,-8,-8,1,Ground beams were used in the building,-8,-8,0,-8,,-8,-8,,-8,1,1,,0,,0,-8,,-8,3,-8,,1,0,01feb2011,01feb2014,8998131.0,220233.0,1,1,,1,-8,1,-8,-8,-8,1,-8,-8,1,1,1,-8,-8,-8,,-8,90233.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8
156,2729,West Africa Regional,AID-624-A-12-00004,1,,1,,1,,2,1,62,-6,-6,-6,-6,,1,,29,,,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,USAID_WA_RPGO_IEE_072213_doc,,4,-8,1,-8,1,-8,-8,,-8,,-8,1,Known past experience,-6,-8,-8,-8,-8,-8,-8,-6,-8,-6,-8,-6,-8,-6,-8,-6,-8,-8,1,Follow on to previously awarded project under MCC.,1,1,-8,-8,-8,-8,-8,-8,1,1,-8,1,-8,,0,,1,,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,MCC & Plan,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8,0,1,1,1,-8,1,-8,1,-8,,1,-8,1,1,1,-8,,1,-8,1,-8,1,-8,,0,0,1,-8,1,-8,-8,-8,-8,1,MCC,-8,0,-8,,-8,-8,-8,-8,-8,-8,-8,-8,0,,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,,-8,0,Doesn't apply to boreholes.,-8,-8,-8,-8,-8,-8,,0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8,,0,0,-8,-8,-8,-8,-8,,-8,1,1,1,,3,1,,0,1,1,,-8,,1,-8,,0,4,-8,,-8,0,01jun2012,01dec2016,7600000.0,400000.0,0,-8,,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8
157,2730,West Africa Regional,AID-624-A-12-00001,1,,1,,1,,2,1,62,14,-6,-6,-6,Chad,1,,29,,,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,USAID_WA_RPGO_IEE_072213_doc,,4,-8,0,-8,-8,-8,-8,,-8,,-8,-8,,-6,-8,-8,-8,-8,-8,-8,-6,-8,-6,-8,-6,-8,-6,-8,-6,-8,-6,-8,,-6,0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,,0,,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8,0,1,0,0,-8,-8,-8,-8,-8,,0,-8,-8,-8,-8,-8,,0,-8,-8,-8,-8,-8,,0,0,0,-8,-8,-8,-8,-8,-8,-8,,-8,0,-8,,-8,-8,-8,-8,-8,-8,-8,-8,0,,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,,-8,-1,,-8,-8,-8,-8,-8,-8,,0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8,,0,0,-8,-8,-8,-8,-8,,-8,1,0,-8,,-8,-8,,-8,0,-8,,-8,,0,-8,,-8,3,-8,,-8,0,01nov2011,01nov2016,61655000.0,11000000.0,0,-8,,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8
158,2731,West Africa Regional,AID-624-LA-11-00001,1,,1,,1,,2,2,14,62,-6,-6,-6,,1,,29,,,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,1,-8,-8,1,-8,-8,-8,-8,0,,IEE was approved on July 31 2013 but has not been uploaded into the environmental compliance database. The original IEE (categorical exclusion) approved in 2012 is not in the ECD either.,4,-8,1,-8,1,-8,-8,,-8,,-8,-8,,-6,-8,-8,-8,-8,-8,-8,-6,-8,-6,-8,-8,-8,-6,-8,-6,-8,-6,-8,,1,0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,,2,,-8,-8,-8,-8,1,1,-8,-8,-8,-8,,-8,-8,-8,-8,1,-8,-8,1,1,-8,,-8,-8,0,0,0,0,-8,-8,-8,-8,-8,,0,-8,-8,-8,-8,-8,,-1,-8,-8,-8,-8,-8,,0,0,0,-8,-8,-8,-8,-8,-8,-8,,-8,-1,-8,,-8,-8,-8,-8,-8,-8,-8,-8,-1,,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,,-8,1,,-8,1,1,-8,-8,-8,,-1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8,,-1,-1,-8,-8,-8,-8,-8,,1,-8,1,1,,1,1,,1,-1,-8,,-8,,1,-8,,1,4,-8,,-8,0,01aug2011,01jul2015,6000000.0,10000000.0,1,1,,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,Increase in obligation amount to include GCC Adaptation funds,-8,100000.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,year 2 incremental funding,-8,5300000.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8,-8.0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,,-8
